animal_id,group,timepoint,abf_file,n_epochs,pct_wake,pct_nrem,pct_rem
16645,WT,4m,21519010.abf,1798,60.06674082313682,39.93325917686318,0.0
16645,WT,4m,21519011.abf,1800,60.38888888888889,39.611111111111114,0.0
16645,WT,4m,21519012.abf,1800,59.66666666666667,40.33333333333333,0.0
16645,WT,4m,21519013.abf,1675,65.07462686567163,34.26865671641791,0.6567164179104478
16645,WT,4m,21520000.abf,1663,70.83583884546,28.803367408298257,0.3607937462417318
16645,WT,4m,21520001.abf,1591,74.10433689503458,25.7071024512885,0.18856065367693275
16645,WT,4m,21520002.abf,1712,58.64485981308412,41.35514018691589,0.0
16645,WT,4m,21520003.abf,1643,55.569080949482654,44.430919050517346,0.0
16645,WT,4m,21520004.abf,1756,54.38496583143508,45.615034168564925,0.0
16653,WT,4m,21520009.abf,1765,54.44759206798867,45.55240793201133,0.0
16653,WT,4m,21520010.abf,1773,54.201917653694295,45.7980823463057,0.0
16653,WT,4m,21520011.abf,1800,54.388888888888886,45.611111111111114,0.0
16653,WT,4m,21520012.abf,1800,54.22222222222223,45.77777777777778,0.0
16653,WT,4m,21520013.abf,1800,55.05555555555556,44.94444444444444,0.0
16653,WT,4m,21521000.abf,1800,54.833333333333336,45.166666666666664,0.0
16653,WT,4m,21521001.abf,1800,53.833333333333336,46.166666666666664,0.0
16653,WT,4m,21521002.abf,1800,53.666666666666664,46.33333333333333,0.0
16653,WT,4m,21521003.abf,1800,54.0,46.0,0.0
16657,WT,4m,21521001.abf,1797,60.76794657762938,39.23205342237062,0.0
16657,WT,4m,21521002.abf,1800,60.27777777777777,39.72222222222222,0.0
16657,WT,4m,21521003.abf,1800,62.94444444444445,37.05555555555556,0.0
16657,WT,4m,21521004.abf,1800,63.27777777777778,36.72222222222222,0.0
16657,WT,4m,21521005.abf,1800,63.0,37.0,0.0
16657,WT,4m,21522000.abf,1800,65.0,35.0,0.0
16657,WT,4m,21522001.abf,1800,65.0,35.0,0.0
16657,WT,4m,21522002.abf,1800,63.66666666666667,36.333333333333336,0.0
16657,WT,4m,21522003.abf,1800,63.388888888888886,36.611111111111114,0.0
16657,WT,4m,21522004.abf,1800,64.22222222222223,35.77777777777777,0.0
16657,WT,4m,21522005.abf,1800,63.72222222222222,36.27777777777778,0.0
16658,WT,4m,21521009.abf,1791,59.910664433277496,40.089335566722504,0.0
16658,WT,4m,21521010.abf,1800,67.16666666666666,32.388888888888886,0.4444444444444444
16658,WT,4m,21521011.abf,1797,58.65331107401224,41.346688925987756,0.0
16658,WT,4m,21521012.abf,1800,56.222222222222214,43.77777777777778,0.0
16658,WT,4m,21522000.abf,1800,59.833333333333336,40.166666666666664,0.0
16658,WT,4m,21522001.abf,1797,61.15748469671674,38.84251530328325,0.0
16658,WT,4m,21522002.abf,1800,64.66666666666666,35.333333333333336,0.0
16658,WT,4m,21522003.abf,1798,62.5139043381535,37.4860956618465,0.0
16658,WT,4m,21522004.abf,1800,66.72222222222223,33.27777777777778,0.0
16658,WT,4m,21522005.abf,1799,67.53752084491384,32.46247915508616,0.0
16658,WT,4m,21522006.abf,1798,66.40711902113459,33.59288097886541,0.0
16658,WT,4m,21522007.abf,1800,72.38888888888889,27.611111111111107,0.0
