feature,tp1,tp2,group,mean_delta,transition,scenario
wake_bp_delta,3m,4m,WT,0.06832319066080056,3m→4m,A
wake_bp_delta,3m,4m,KO,-0.050141236016105595,3m→4m,A
wake_bp_delta,4m,6m,WT,0.2912122746696616,4m→6m,A
wake_bp_delta,4m,6m,KO,0.42634808057271406,4m→6m,A
wake_bp_delta,6m,7m,WT,-0.41260581068611685,6m→7m,A
wake_bp_delta,6m,7m,KO,-0.283725975481328,6m→7m,A
wake_bp_delta,7m,9m,WT,-0.11657974590254544,7m→9m,A
wake_bp_delta,7m,9m,KO,-0.5102278393221155,7m→9m,A
wake_bp_delta,9m,12m,WT,0.4522650822593672,9m→12m,A
wake_bp_delta,9m,12m,KO,0.1413734335206761,9m→12m,A
wake_bp_theta,3m,4m,WT,-0.03567999353993022,3m→4m,A
wake_bp_theta,3m,4m,KO,0.017749727913127587,3m→4m,A
wake_bp_theta,4m,6m,WT,0.03175601610306322,4m→6m,A
wake_bp_theta,4m,6m,KO,0.04159980623873105,4m→6m,A
wake_bp_theta,6m,7m,WT,-0.024345035317489806,6m→7m,A
wake_bp_theta,6m,7m,KO,-0.07685128621721321,6m→7m,A
wake_bp_theta,7m,9m,WT,-0.03039574987182203,7m→9m,A
wake_bp_theta,7m,9m,KO,-0.1340059769081929,7m→9m,A
wake_bp_theta,9m,12m,WT,0.1452539624617174,9m→12m,A
wake_bp_theta,9m,12m,KO,0.033866558405516896,9m→12m,A
wake_bp_alpha,3m,4m,WT,-0.016916443570925782,3m→4m,A
wake_bp_alpha,3m,4m,KO,0.030152750010748436,3m→4m,A
wake_bp_alpha,4m,6m,WT,0.013491937585929769,4m→6m,A
wake_bp_alpha,4m,6m,KO,0.0008033712559627779,4m→6m,A
wake_bp_alpha,6m,7m,WT,-0.008689020509478309,6m→7m,A
wake_bp_alpha,6m,7m,KO,-0.05831426685711458,6m→7m,A
wake_bp_alpha,7m,9m,WT,-0.014108099006992829,7m→9m,A
wake_bp_alpha,7m,9m,KO,-0.06811517620957627,7m→9m,A
wake_bp_alpha,9m,12m,WT,0.08111710043667013,9m→12m,A
wake_bp_alpha,9m,12m,KO,0.012509659195811077,9m→12m,A
wake_bp_beta,3m,4m,WT,-0.022927289052724485,3m→4m,A
wake_bp_beta,3m,4m,KO,0.11948308397344604,3m→4m,A
wake_bp_beta,4m,6m,WT,0.01657185217312607,4m→6m,A
wake_bp_beta,4m,6m,KO,-0.09620162271374963,4m→6m,A
wake_bp_beta,6m,7m,WT,-0.004749275253933797,6m→7m,A
wake_bp_beta,6m,7m,KO,-0.08321384966330016,6m→7m,A
wake_bp_beta,7m,9m,WT,-0.02041056862132685,7m→9m,A
wake_bp_beta,7m,9m,KO,-0.07487291890891648,7m→9m,A
wake_bp_beta,9m,12m,WT,0.09825087567014239,9m→12m,A
wake_bp_beta,9m,12m,KO,0.011612952583653679,9m→12m,A
wake_bp_gamma,3m,4m,WT,0.0036129542929476816,3m→4m,A
wake_bp_gamma,3m,4m,KO,0.07359039915865509,3m→4m,A
wake_bp_gamma,4m,6m,WT,-0.007319386487287957,4m→6m,A
wake_bp_gamma,4m,6m,KO,-0.020490775620924277,4m→6m,A
wake_bp_gamma,6m,7m,WT,-0.005804038050691743,6m→7m,A
wake_bp_gamma,6m,7m,KO,-0.06854051042496741,6m→7m,A
wake_bp_gamma,7m,9m,WT,-0.011939678461378693,7m→9m,A
wake_bp_gamma,7m,9m,KO,-0.020018108460815122,7m→9m,A
wake_bp_gamma,9m,12m,WT,0.09801703297103381,9m→12m,A
wake_bp_gamma,9m,12m,KO,0.010956467573315434,9m→12m,A
wake_rbp_delta,3m,4m,WT,0.11832441814804814,3m→4m,A
wake_rbp_delta,3m,4m,KO,0.0006778684685833161,3m→4m,A
wake_rbp_delta,4m,6m,WT,-0.08912281869026308,4m→6m,A
wake_rbp_delta,4m,6m,KO,0.0361869025472722,4m→6m,A
wake_rbp_delta,6m,7m,WT,-0.06112769864267377,6m→7m,A
wake_rbp_delta,6m,7m,KO,0.002238183356455555,6m→7m,A
wake_rbp_delta,7m,9m,WT,0.01656931071712442,7m→9m,A
wake_rbp_delta,7m,9m,KO,-0.06565124651413974,7m→9m,A
wake_rbp_delta,9m,12m,WT,-0.15982709212780324,9m→12m,A
wake_rbp_delta,9m,12m,KO,-0.0061712777290063164,9m→12m,A
wake_rbp_theta,3m,4m,WT,-0.057184688993287575,3m→4m,A
wake_rbp_theta,3m,4m,KO,-0.026344396350319814,3m→4m,A
wake_rbp_theta,4m,6m,WT,0.05904808391889858,4m→6m,A
wake_rbp_theta,4m,6m,KO,-0.003384363374797405,4m→6m,A
wake_rbp_theta,6m,7m,WT,0.028211257561248444,6m→7m,A
wake_rbp_theta,6m,7m,KO,0.010001946950051204,6m→7m,A
wake_rbp_theta,7m,9m,WT,0.007297483890441862,7m→9m,A
wake_rbp_theta,7m,9m,KO,0.026335548980132573,7m→9m,A
wake_rbp_theta,9m,12m,WT,0.009399660845967531,9m→12m,A
wake_rbp_theta,9m,12m,KO,0.003920226795366695,9m→12m,A
wake_rbp_alpha,3m,4m,WT,-0.05917389996259271,3m→4m,A
wake_rbp_alpha,3m,4m,KO,-0.028129898660863777,3m→4m,A
wake_rbp_alpha,4m,6m,WT,0.04933439595100335,4m→6m,A
wake_rbp_alpha,4m,6m,KO,0.006655498821315012,4m→6m,A
wake_rbp_alpha,6m,7m,WT,0.016099291163242106,6m→7m,A
wake_rbp_alpha,6m,7m,KO,0.0022358967095206504,6m→7m,A
wake_rbp_alpha,7m,9m,WT,-0.0050492453643146374,7m→9m,A
wake_rbp_alpha,7m,9m,KO,0.013452677479423865,7m→9m,A
wake_rbp_alpha,9m,12m,WT,0.036730123001838394,9m→12m,A
wake_rbp_alpha,9m,12m,KO,-0.011426820691509895,9m→12m,A
wake_rbp_beta,3m,4m,WT,-0.047443829490132525,3m→4m,A
wake_rbp_beta,3m,4m,KO,0.027001428781544073,3m→4m,A
wake_rbp_beta,4m,6m,WT,0.021711956426240332,4m→6m,A
wake_rbp_beta,4m,6m,KO,-0.04783521740827263,4m→6m,A
wake_rbp_beta,6m,7m,WT,0.016319622971180385,6m→7m,A
wake_rbp_beta,6m,7m,KO,-0.005895777881676807,6m→7m,A
wake_rbp_beta,7m,9m,WT,-0.0041799481655857675,7m→9m,A
wake_rbp_beta,7m,9m,KO,0.02942928314024294,7m→9m,A
wake_rbp_beta,9m,12m,WT,0.04384985609299776,9m→12m,A
wake_rbp_beta,9m,12m,KO,-0.009565475961204481,9m→12m,A
wake_rbp_gamma,3m,4m,WT,0.04547791456443667,3m→4m,A
wake_rbp_gamma,3m,4m,KO,0.026794979229364458,3m→4m,A
wake_rbp_gamma,4m,6m,WT,-0.04097153888751541,4m→6m,A
wake_rbp_gamma,4m,6m,KO,0.008377201941380785,4m→6m,A
wake_rbp_gamma,6m,7m,WT,0.0004973836159554278,6m→7m,A
wake_rbp_gamma,6m,7m,KO,-0.008580454672626045,6m→7m,A
wake_rbp_gamma,7m,9m,WT,-0.014637398761312417,7m→9m,A
wake_rbp_gamma,7m,9m,KO,-0.0035659508506479237,7m→9m,A
wake_rbp_gamma,9m,12m,WT,0.06984744837412375,9m→12m,A
wake_rbp_gamma,9m,12m,KO,0.023243322383425125,9m→12m,A
wake_td_ratio,3m,4m,WT,-0.2905552173387642,3m→4m,A
wake_td_ratio,3m,4m,KO,0.023231820672978375,3m→4m,A
wake_td_ratio,4m,6m,WT,0.18576514968776353,4m→6m,A
wake_td_ratio,4m,6m,KO,-0.053350955457557254,4m→6m,A
wake_td_ratio,6m,7m,WT,0.14799489346246408,6m→7m,A
wake_td_ratio,6m,7m,KO,0.01035195848353348,6m→7m,A
wake_td_ratio,7m,9m,WT,-0.037635049754858596,7m→9m,A
wake_td_ratio,7m,9m,KO,0.11391143040536933,7m→9m,A
wake_td_ratio,9m,12m,WT,0.38678372083918217,9m→12m,A
wake_td_ratio,9m,12m,KO,0.06812164058471565,9m→12m,A
wake_theta_alpha,3m,4m,WT,0.6967374270920909,3m→4m,A
wake_theta_alpha,3m,4m,KO,0.2841408192450036,3m→4m,A
wake_theta_alpha,4m,6m,WT,-0.6298958806994163,4m→6m,A
wake_theta_alpha,4m,6m,KO,-0.20979208911565883,4m→6m,A
wake_theta_alpha,6m,7m,WT,0.027068159626562283,6m→7m,A
wake_theta_alpha,6m,7m,KO,0.014666356120040821,6m→7m,A
wake_theta_alpha,7m,9m,WT,0.13982639799061117,7m→9m,A
wake_theta_alpha,7m,9m,KO,-0.03322740067608754,7m→9m,A
wake_theta_alpha,9m,12m,WT,-0.42804213612353587,9m→12m,A
wake_theta_alpha,9m,12m,KO,0.28333120567815995,9m→12m,A
wake_theta_beta,3m,4m,WT,0.3663784788615104,3m→4m,A
wake_theta_beta,3m,4m,KO,-0.46824619293732844,3m→4m,A
wake_theta_beta,4m,6m,WT,-0.47213915562503506,4m→6m,A
wake_theta_beta,4m,6m,KO,-0.07665289405378295,4m→6m,A
wake_theta_beta,6m,7m,WT,0.025856193549442824,6m→7m,A
wake_theta_beta,6m,7m,KO,0.0786927623597408,6m→7m,A
wake_theta_beta,7m,9m,WT,0.13906890175522593,7m→9m,A
wake_theta_beta,7m,9m,KO,-0.23029263294910657,7m→9m,A
wake_theta_beta,9m,12m,WT,-0.8999038584586997,9m→12m,A
wake_theta_beta,9m,12m,KO,0.14314886922296016,9m→12m,A
wake_slow_fast,3m,4m,WT,74.96763576788737,3m→4m,A
wake_slow_fast,3m,4m,KO,37.56164038165646,3m→4m,A
wake_slow_fast,4m,6m,WT,-197.89114561639033,4m→6m,A
wake_slow_fast,4m,6m,KO,-86.86150245038297,4m→6m,A
wake_slow_fast,6m,7m,WT,52.523752054435,6m→7m,A
wake_slow_fast,6m,7m,KO,-91.14659736867533,6m→7m,A
wake_slow_fast,7m,9m,WT,1652.5529068679841,7m→9m,A
wake_slow_fast,7m,9m,KO,579.9698661613666,7m→9m,A
wake_slow_fast,9m,12m,WT,-3255.529681559776,9m→12m,A
wake_slow_fast,9m,12m,KO,-549.6644993936427,9m→12m,A
wake_high_freq_idx,3m,4m,WT,-0.001965914925695856,3m→4m,A
wake_high_freq_idx,3m,4m,KO,0.05379640801090852,3m→4m,A
wake_high_freq_idx,4m,6m,WT,-0.019259582461275085,4m→6m,A
wake_high_freq_idx,4m,6m,KO,-0.03945801546689182,4m→6m,A
wake_high_freq_idx,6m,7m,WT,0.01681700658713582,6m→7m,A
wake_high_freq_idx,6m,7m,KO,-0.014476232554302866,6m→7m,A
wake_high_freq_idx,7m,9m,WT,-0.01881734692689818,7m→9m,A
wake_high_freq_idx,7m,9m,KO,0.025863332289595052,7m→9m,A
wake_high_freq_idx,9m,12m,WT,0.1136973044671215,9m→12m,A
wake_high_freq_idx,9m,12m,KO,0.013677846422220613,9m→12m,A
wake_spectral_entropy,3m,4m,WT,-0.1142219066530099,3m→4m,A
wake_spectral_entropy,3m,4m,KO,-0.0261481710848223,3m→4m,A
wake_spectral_entropy,4m,6m,WT,0.10780315720968954,4m→6m,A
wake_spectral_entropy,4m,6m,KO,-0.007134752659361111,4m→6m,A
wake_spectral_entropy,6m,7m,WT,0.050512181382434546,6m→7m,A
wake_spectral_entropy,6m,7m,KO,-0.002638438652777686,6m→7m,A
wake_spectral_entropy,7m,9m,WT,-0.001069553127084159,7m→9m,A
wake_spectral_entropy,7m,9m,KO,0.045795660018592754,7m→9m,A
wake_spectral_entropy,9m,12m,WT,0.08466621279442321,9m→12m,A
wake_spectral_entropy,9m,12m,KO,0.0033493417516806123,9m→12m,A
wake_ap_exp,3m,4m,WT,-0.07130274689482835,3m→4m,A
wake_ap_exp,3m,4m,KO,-0.1050934537701993,3m→4m,A
wake_ap_exp,4m,6m,WT,0.05830518249871036,4m→6m,A
wake_ap_exp,4m,6m,KO,0.027805763726780945,4m→6m,A
wake_ap_exp,6m,7m,WT,-0.022622667873156005,6m→7m,A
wake_ap_exp,6m,7m,KO,0.05845895795903052,6m→7m,A
wake_ap_exp,7m,9m,WT,0.10906964477399365,7m→9m,A
wake_ap_exp,7m,9m,KO,-0.009986872514264111,7m→9m,A
wake_ap_exp,9m,12m,WT,-0.4125391934799418,9m→12m,A
wake_ap_exp,9m,12m,KO,-0.11278272021142954,9m→12m,A
wake_total_var,3m,4m,WT,0.3687963076352758,3m→4m,A
wake_total_var,3m,4m,KO,0.21757013459774183,3m→4m,A
wake_total_var,4m,6m,WT,0.6282855620591942,4m→6m,A
wake_total_var,4m,6m,KO,0.8419548980211619,4m→6m,A
wake_total_var,6m,7m,WT,-1.0767949728458932,6m→7m,A
wake_total_var,6m,7m,KO,-0.9674259885879318,6m→7m,A
wake_total_var,7m,9m,WT,-0.27429079059553313,7m→9m,A
wake_total_var,7m,9m,KO,-0.9091953260567344,7m→9m,A
wake_total_var,9m,12m,WT,1.1954784160274496,9m→12m,A
wake_total_var,9m,12m,KO,0.25596574438519176,9m→12m,A
wake_rms,3m,4m,WT,0.24458942409990733,3m→4m,A
wake_rms,3m,4m,KO,0.10866825538176579,3m→4m,A
wake_rms,4m,6m,WT,0.16362411871508545,4m→6m,A
wake_rms,4m,6m,KO,0.256510182257847,4m→6m,A
wake_rms,6m,7m,WT,-0.4260807255353617,6m→7m,A
wake_rms,6m,7m,KO,-0.334922908908208,6m→7m,A
wake_rms,7m,9m,WT,-0.10771796632306423,7m→9m,A
wake_rms,7m,9m,KO,-0.2255670063538223,7m→9m,A
wake_rms,9m,12m,WT,0.507466299482107,9m→12m,A
wake_rms,9m,12m,KO,0.21083993038824872,9m→12m,A
wake_p2p,3m,4m,WT,-0.4947388383110121,3m→4m,A
wake_p2p,3m,4m,KO,-0.11787955412747364,3m→4m,A
wake_p2p,4m,6m,WT,0.6096376444388083,4m→6m,A
wake_p2p,4m,6m,KO,0.4123489770215126,4m→6m,A
wake_p2p,6m,7m,WT,-0.7039104072975894,6m→7m,A
wake_p2p,6m,7m,KO,-0.5795806312027731,6m→7m,A
wake_p2p,7m,9m,WT,-0.49891866205272134,7m→9m,A
wake_p2p,7m,9m,KO,-1.0095366080416883,7m→9m,A
wake_p2p,9m,12m,WT,2.140234143870865,9m→12m,A
wake_p2p,9m,12m,KO,0.852525911408156,9m→12m,A
wake_zcr,3m,4m,WT,0.04377738042939494,3m→4m,A
wake_zcr,3m,4m,KO,0.016783523557388352,3m→4m,A
wake_zcr,4m,6m,WT,-0.04924187557615423,4m→6m,A
wake_zcr,4m,6m,KO,-0.01421669810743652,4m→6m,A
wake_zcr,6m,7m,WT,0.007037322442970311,6m→7m,A
wake_zcr,6m,7m,KO,0.04053193835169508,6m→7m,A
wake_zcr,7m,9m,WT,-0.002874308720731567,7m→9m,A
wake_zcr,7m,9m,KO,-0.05451811096357766,7m→9m,A
wake_zcr,9m,12m,WT,0.03917315939912908,9m→12m,A
wake_zcr,9m,12m,KO,0.027506297503302198,9m→12m,A
wake_coeff_var,3m,4m,WT,53.678920158657085,3m→4m,A
wake_coeff_var,3m,4m,KO,65.26041309278061,3m→4m,A
wake_coeff_var,4m,6m,WT,-60.1249582297959,4m→6m,A
wake_coeff_var,4m,6m,KO,-78.47357779715934,4m→6m,A
wake_coeff_var,6m,7m,WT,33.519261209765446,6m→7m,A
wake_coeff_var,6m,7m,KO,7.374974581991693,6m→7m,A
wake_coeff_var,7m,9m,WT,37.24349522179111,7m→9m,A
wake_coeff_var,7m,9m,KO,16.91386391305342,7m→9m,A
wake_coeff_var,9m,12m,WT,33.33218194491338,9m→12m,A
wake_coeff_var,9m,12m,KO,174.98139505148103,9m→12m,A
wake_hjorth_mob,3m,4m,WT,0.10525377693591896,3m→4m,A
wake_hjorth_mob,3m,4m,KO,0.0550839904469306,3m→4m,A
wake_hjorth_mob,4m,6m,WT,-0.11950379064602051,4m→6m,A
wake_hjorth_mob,4m,6m,KO,-0.03694397880075269,4m→6m,A
wake_hjorth_mob,6m,7m,WT,0.018686878982690783,6m→7m,A
wake_hjorth_mob,6m,7m,KO,0.10751893436001793,6m→7m,A
wake_hjorth_mob,7m,9m,WT,-0.022912505206966447,7m→9m,A
wake_hjorth_mob,7m,9m,KO,-0.1598224576095572,7m→9m,A
wake_hjorth_mob,9m,12m,WT,0.12864429050341628,9m→12m,A
